name,disease_target,composition,suitable_for,price,effectiveness_score,availability
Sertraline CR,PTSD,"[{'ingredient': 'Sertraline HCl', 'mg': 42, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",276.82,0.7662,True
Verapamil,Arrhythmia,"[{'ingredient': 'Verapamil HCl', 'mg': 135, 'percentage': 100.0}]","['Adult', 'Senior']",1132.46,0.5974,True
Lidocaine Patch XR,Lower Back Pain,"[{'ingredient': 'Lidocaine', 'mg': 225, 'percentage': 100.0}]","['Adult', 'Senior']",234.74,0.7607,True
Nifedipine,Hypertension,"[{'ingredient': 'Nifedipine', 'mg': 10.0, 'percentage': 100.0}]",['Senior'],758.06,0.9029,True
Acarbose,Type 2 Diabetes,"[{'ingredient': 'Acarbose', 'mg': 56, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",135.99,0.6741,True
Mirtazapine SR,Major Depressive Disorder,"[{'ingredient': 'Mirtazapine', 'mg': 42, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",313.34,0.9649,True
Diclofenac,Post-operative Pain,"[{'ingredient': 'Diclofenac Sodium', 'mg': 68, 'percentage': 100.0}]","['Adult', 'Senior']",425.74,0.6326,False
Dicyclomine,Irritable Bowel Syndrome,"[{'ingredient': 'Dicyclomine HCl', 'mg': 18.5, 'percentage': 100.0}]","['Adult', 'Senior']",124.22,0.6584,True
Eltroxin 1000mg,Hypothyroidism,"[{'ingredient': 'Levothyroxine Sodium', 'mg': 90, 'percentage': 100.0}]",['Adult'],194.63,0.7822,True
Inderal 1000mg,Hypertension,"[{'ingredient': 'Propranolol', 'mg': 35, 'percentage': 100.0}]",['Child'],375.13,0.9578,True
Amoxiclav,Pneumonia,"[{'ingredient': 'Amoxicillin', 'mg': 745, 'percentage': 85.6}, {'ingredient': 'Clavulanic Acid', 'mg': 125, 'percentage': 14.4}]","['Adult', 'Senior']",1263.22,0.7992,False
Pyrazinamide,Tuberculosis,"[{'ingredient': 'Pyrazinamide', 'mg': 1750, 'percentage': 100.0}]",['Senior'],368.16,0.8899,True
Sertraline,Anxiety Disorder,"[{'ingredient': 'Sertraline HCl', 'mg': 65, 'percentage': 100.0}]",['Adult'],491.81,0.5801,True
Niacin SR XR,Hyperlipidemia,"[{'ingredient': 'Niacin', 'mg': 1850, 'percentage': 100.0}]",['Senior'],2260.93,0.8185,True
Paroxetine,Anxiety Disorder,"[{'ingredient': 'Paroxetine HCl', 'mg': 13.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",762.94,0.928,True
Tramadol Generic,Lower Back Pain,"[{'ingredient': 'Tramadol HCl', 'mg': 62, 'percentage': 100.0}]","['Adult', 'Senior']",94.49,0.5264,True
Oxycodone,Cancer Pain Management,"[{'ingredient': 'Oxycodone HCl', 'mg': 24, 'percentage': 100.0}]","['Child', 'Adult']",259.22,0.8624,True
Metoclopramide XR,GERD,"[{'ingredient': 'Metoclopramide', 'mg': 6.0, 'percentage': 100.0}]",['Senior'],193.97,0.8045,False
Ropinirole,Parkinson's Disease,"[{'ingredient': 'Ropinirole HCl', 'mg': 4.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",589.87,0.6541,True
Natalizumab,Multiple Sclerosis,"[{'ingredient': 'Natalizumab', 'mg': 300, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",12216.5,0.7401,True
Acarbose,Type 2 Diabetes,"[{'ingredient': 'Acarbose', 'mg': 30, 'percentage': 100.0}]",['Adult'],258.4,0.9159,True
Duloxetine CR,Chronic Pain,"[{'ingredient': 'Duloxetine HCl', 'mg': 35, 'percentage': 100.0}]","['Child', 'Adult']",996.41,0.7063,True
Nifedipine,Hypertension,"[{'ingredient': 'Nifedipine', 'mg': 53, 'percentage': 100.0}]",['Senior'],569.02,0.9074,True
Fosfomycin,Urinary Tract Infection,"[{'ingredient': 'Fosfomycin Trometamol', 'mg': 3000, 'percentage': 100.0}]","['Adult', 'Senior']",346.72,0.5427,True
Glimepride Generic,Type 2 Diabetes,"[{'ingredient': 'Glimepiride', 'mg': 4.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",921.22,0.6592,False
Duloxetine,Neuropathic Pain,"[{'ingredient': 'Duloxetine HCl', 'mg': 52, 'percentage': 100.0}]","['Adult', 'Senior']",538.82,0.8519,True
Ramipril Plus,Hypertension,"[{'ingredient': 'Ramipril', 'mg': 2.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",689.22,0.7822,False
Amoxiclav,Pneumonia,"[{'ingredient': 'Amoxicillin', 'mg': 550, 'percentage': 81.5}, {'ingredient': 'Clavulanic Acid', 'mg': 125, 'percentage': 18.5}]","['Adult', 'Senior']",1367.15,0.7471,True
Psyllium 1000mg,Irritable Bowel Syndrome,"[{'ingredient': 'Ispaghula Husk', 'mg': 4535, 'percentage': 100.0}]",['Adult'],348.56,0.9311,True
Zolpidem Plus,Insomnia,"[{'ingredient': 'Zolpidem Tartrate', 'mg': 6.5, 'percentage': 100.0}]","['Adult', 'Senior']",275.34,0.9034,True
Piperacillin OD,Pneumonia,"[{'ingredient': 'Piperacillin', 'mg': 2430, 'percentage': 84.7}, {'ingredient': 'Tazobactam', 'mg': 440, 'percentage': 15.3}]","['Child', 'Adult', 'Senior']",816.02,0.7126,True
Clarithromycin Plus,Bronchitis,"[{'ingredient': 'Clarithromycin', 'mg': 490, 'percentage': 100.0}]",['Child'],80.73,0.6474,False
Doxazosin Generic,Benign Prostatic Hyperplasia,"[{'ingredient': 'Doxazosin Mesylate', 'mg': 3.0, 'percentage': 100.0}]","['Adult', 'Senior']",374.33,0.5182,True
Azelastine 500mg,Allergic Rhinitis,"[{'ingredient': 'Azelastine HCl', 'mg': 255, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",443.83,0.6241,True
Tamsulosin,Benign Prostatic Hyperplasia,"[{'ingredient': 'Tamsulosin HCl', 'mg': 0.441, 'percentage': 100.0}]","['Adult', 'Senior']",105.8,0.7581,True
Umeclidinium 500mg,COPD,"[{'ingredient': 'Umeclidinium Bromide', 'mg': 62, 'percentage': 100.0}]",['Senior'],2140.67,0.6449,True
Hydrochlorothiazide,Hypertension,"[{'ingredient': 'Hydrochlorothiazide', 'mg': 30, 'percentage': 100.0}]",['Senior'],126.93,0.7353,True
Cephalexin,Urinary Tract Infection,"[{'ingredient': 'Cephalexin', 'mg': 340, 'percentage': 100.0}]",['Senior'],384.28,0.6261,True
Teriparatide SR,Osteoporosis,"[{'ingredient': 'Teriparatide', 'mg': 20, 'percentage': 100.0}]",['Child'],2073.49,0.7627,True
Fluconazole Plus,Fungal Infection,"[{'ingredient': 'Fluconazole', 'mg': 135, 'percentage': 100.0}]","['Child', 'Adult']",424.44,0.5139,True
Glatiramer 500mg,Multiple Sclerosis,"[{'ingredient': 'Glatiramer Acetate', 'mg': 40, 'percentage': 100.0}]",['Adult'],10336.62,0.903,True
Augmentin 1000mg,Urinary Tract Infection,"[{'ingredient': 'Amoxicillin', 'mg': 725, 'percentage': 85.3}, {'ingredient': 'Clavulanate', 'mg': 125, 'percentage': 14.7}]",['Adult'],98.14,0.7344,True
Nitrofurantoin,Urinary Tract Infection,"[{'ingredient': 'Nitrofurantoin', 'mg': 59, 'percentage': 100.0}]",['Senior'],297.23,0.9134,True
Secukinumab Generic,Psoriasis,"[{'ingredient': 'Secukinumab', 'mg': 230, 'percentage': 100.0}]","['Adult', 'Senior']",12128.08,0.7839,True
Dimenhydrinate 250mg,Vertigo,"[{'ingredient': 'Dimenhydrinate', 'mg': 49, 'percentage': 100.0}]",['Child'],317.43,0.8976,True
Eletriptan,Migraine,"[{'ingredient': 'Eletriptan Hydrobromide', 'mg': 31, 'percentage': 100.0}]","['Adult', 'Senior']",449.93,0.7425,False
Cyclobenzaprine,Fibromyalgia,"[{'ingredient': 'Cyclobenzaprine HCl', 'mg': 5.0, 'percentage': 100.0}]",['Child'],378.92,0.9091,True
Donepezil,Alzheimer's Disease,"[{'ingredient': 'Donepezil HCl', 'mg': 7.0, 'percentage': 100.0}]",['Adult'],5038.21,0.8192,True
Bisoprolol,Heart Failure,"[{'ingredient': 'Bisoprolol Fumarate', 'mg': 9.5, 'percentage': 100.0}]",['Child'],1134.49,0.5141,True
Ramipril 500mg,Hypertension,"[{'ingredient': 'Ramipril', 'mg': 6.5, 'percentage': 100.0}]","['Adult', 'Senior']",353.52,0.8361,False
Linaclotide,Irritable Bowel Syndrome,"[{'ingredient': 'Linaclotide', 'mg': 100, 'percentage': 100.0}]","['Adult', 'Senior']",554.51,0.9665,True
Propafenone Plus,Arrhythmia,"[{'ingredient': 'Propafenone HCl', 'mg': 255, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1206.27,0.6447,True
Diclofenac CR,Post-operative Pain,"[{'ingredient': 'Diclofenac Sodium', 'mg': 51, 'percentage': 100.0}]","['Adult', 'Senior']",577.19,0.5282,True
Sucralfate,Peptic Ulcer,"[{'ingredient': 'Sucralfate', 'mg': 795, 'percentage': 100.0}]",['Child'],287.99,0.5044,True
Seretide SR,Asthma,"[{'ingredient': 'Salmeterol', 'mg': 47, 'percentage': 12.5}, {'ingredient': 'Fluticasone', 'mg': 330, 'percentage': 87.5}]",['Senior'],322.08,0.5911,True
Cetrizet,Common Cold,"[{'ingredient': 'Cetirizine', 'mg': 9.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",88.63,0.5526,True
Quinine 1000mg,Malaria,"[{'ingredient': 'Quinine Sulphate', 'mg': 310, 'percentage': 100.0}]","['Adult', 'Senior']",165.21,0.9686,True
Prazosin Generic,PTSD,"[{'ingredient': 'Prazosin HCl', 'mg': 6.0, 'percentage': 100.0}]",['Senior'],554.68,0.5074,True
Omeprazole Generic,Gastritis,"[{'ingredient': 'Omeprazole', 'mg': 29, 'percentage': 100.0}]","['Adult', 'Senior']",243.12,0.6288,False
Fluconazole XR,Fungal Infection,"[{'ingredient': 'Fluconazole', 'mg': 130, 'percentage': 100.0}]","['Child', 'Adult']",137.15,0.5103,True
Suvorexant,Insomnia,"[{'ingredient': 'Suvorexant', 'mg': 6.0, 'percentage': 100.0}]",['Adult'],153.13,0.9032,True
Lansoprazole,GERD,"[{'ingredient': 'Lansoprazole', 'mg': 26, 'percentage': 100.0}]","['Adult', 'Senior']",105.23,0.5549,False
Capsaicin Patch CR,Neuropathic Pain,"[{'ingredient': 'Capsaicin', 'mg': 8.0, 'percentage': 100.0}]",['Senior'],301.16,0.8592,True
Naproxen,Arthritis,"[{'ingredient': 'Naproxen', 'mg': 420, 'percentage': 100.0}]","['Adult', 'Senior']",654.83,0.7056,True
Chloroquine Plus,Malaria,"[{'ingredient': 'Chloroquine Phosphate', 'mg': 300, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",264.59,0.7078,True
Tapentadol,Chronic Pain,"[{'ingredient': 'Tapentadol HCl', 'mg': 84, 'percentage': 100.0}]",['Adult'],603.64,0.8079,True
Levocetirizine OD,Allergic Rhinitis,"[{'ingredient': 'Levocetirizine HCl', 'mg': 3.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",396.92,0.5934,True
Dutasteride,Benign Prostatic Hyperplasia,"[{'ingredient': 'Dutasteride', 'mg': 0.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",412.67,0.9237,False
Clomiphene 250mg,Polycystic Ovary Syndrome,"[{'ingredient': 'Clomiphene Citrate', 'mg': 70, 'percentage': 100.0}]",['Child'],215.28,0.5465,True
Benzoyl Peroxide,Acne Vulgaris,"[{'ingredient': 'Benzoyl Peroxide', 'mg': 43, 'percentage': 100.0}]",['Adult'],469.7,0.776,True
Amlodipine,Angina,"[{'ingredient': 'Amlodipine Besylate', 'mg': 7.0, 'percentage': 100.0}]","['Adult', 'Senior']",87.0,0.6761,True
Azithromycin 1000mg,Otitis Media,"[{'ingredient': 'Azithromycin Dihydrate', 'mg': 325, 'percentage': 100.0}]","['Child', 'Adult']",79.83,0.5298,True
Spironolactone,Heart Failure,"[{'ingredient': 'Spironolactone', 'mg': 47, 'percentage': 100.0}]",['Adult'],1979.48,0.7263,True
Pantoprazole,Gastritis,"[{'ingredient': 'Pantoprazole Sodium', 'mg': 29, 'percentage': 100.0}]",['Child'],179.78,0.6918,False
Sinarest,Seasonal Flu,"[{'ingredient': 'Paracetamol', 'mg': 500, 'percentage': 96.8}, {'ingredient': 'Cetirizine', 'mg': 9.5, 'percentage': 1.8}, {'ingredient': 'Phenylephrine', 'mg': 7.0, 'percentage': 1.4}]","['Child', 'Adult', 'Senior']",55.61,0.8144,True
Nitrofurantoin Forte,Urinary Tract Infection,"[{'ingredient': 'Nitrofurantoin', 'mg': 91, 'percentage': 100.0}]",['Senior'],60.62,0.5182,True
Triple Therapy,Peptic Ulcer,"[{'ingredient': 'Amoxicillin', 'mg': 585, 'percentage': 52.3}, {'ingredient': 'Clarithromycin', 'mg': 500, 'percentage': 44.7}, {'ingredient': 'Omeprazole', 'mg': 34, 'percentage': 3.0}]",['Senior'],155.98,0.8822,True
Pramipexole,Parkinson's Disease,"[{'ingredient': 'Pramipexole HCl', 'mg': 0.591, 'percentage': 100.0}]","['Child', 'Adult']",2085.57,0.7338,True
Famotidine SR,Gastritis,"[{'ingredient': 'Famotidine', 'mg': 39, 'percentage': 100.0}]","['Child', 'Adult']",285.76,0.5552,True
Azithromycin 1000mg,Bronchitis,"[{'ingredient': 'Azithromycin Dihydrate', 'mg': 345, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",282.82,0.6062,True
Alendronate Forte,Osteoporosis,"[{'ingredient': 'Alendronate Sodium', 'mg': 39, 'percentage': 100.0}]",['Child'],1491.25,0.5436,True
Prochlorperazine Plus,Vertigo,"[{'ingredient': 'Prochlorperazine Maleate', 'mg': 9.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",144.64,0.6855,True
Cafergot 250mg,Migraine,"[{'ingredient': 'Ergotamine', 'mg': 1.5, 'percentage': 1.5}, {'ingredient': 'Caffeine', 'mg': 100, 'percentage': 98.5}]","['Adult', 'Senior']",147.05,0.8332,False
Adalimumab,Crohn's Disease,"[{'ingredient': 'Adalimumab', 'mg': 88, 'percentage': 100.0}]",['Adult'],5466.86,0.657,True
ORS Plus,Gastroenteritis,"[{'ingredient': 'Sodium Chloride', 'mg': 520, 'percentage': 14.8}, {'ingredient': 'Potassium Chloride', 'mg': 300, 'percentage': 8.5}, {'ingredient': 'Glucose', 'mg': 2700, 'percentage': 76.7}]","['Adult', 'Senior']",91.2,0.8466,True
RHEZ Combo Plus,Tuberculosis,"[{'ingredient': 'Rifampicin', 'mg': 150, 'percentage': 16.7}, {'ingredient': 'Isoniazid', 'mg': 75, 'percentage': 8.3}, {'ingredient': 'Ethambutol', 'mg': 275, 'percentage': 30.6}, {'ingredient': 'Pyrazinamide', 'mg': 400, 'percentage': 44.4}]","['Adult', 'Senior']",108.15,0.7465,True
Acarbose 250mg,Type 2 Diabetes,"[{'ingredient': 'Acarbose', 'mg': 30, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",308.79,0.5574,True
Fosfomycin CR,Urinary Tract Infection,"[{'ingredient': 'Fosfomycin Trometamol', 'mg': 3000, 'percentage': 100.0}]","['Adult', 'Senior']",299.39,0.8719,True
Risperidone,Schizophrenia,"[{'ingredient': 'Risperidone', 'mg': 1.5, 'percentage': 100.0}]",['Senior'],1376.98,0.6863,True
Sotalol Forte,Arrhythmia,"[{'ingredient': 'Sotalol HCl', 'mg': 90, 'percentage': 100.0}]",['Adult'],1365.09,0.81,True
Probiotics,Gastroenteritis,"[{'ingredient': 'Lactobacillus acidophilus', 'mg': 6.5, 'percentage': 100.0}]",['Adult'],114.68,0.7683,True
Beclate SR,Asthma,"[{'ingredient': 'Beclomethasone', 'mg': 235, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",313.56,0.6461,True
Isotretinoin 1000mg,Acne Vulgaris,"[{'ingredient': 'Isotretinoin', 'mg': 28, 'percentage': 100.0}]",['Adult'],168.82,0.5849,True
Clobetasol,Eczema,"[{'ingredient': 'Clobetasol Propionate', 'mg': 0.5, 'percentage': 100.0}]",['Child'],265.74,0.527,True
Ramelteon Forte,Insomnia,"[{'ingredient': 'Ramelteon', 'mg': 8.0, 'percentage': 100.0}]","['Adult', 'Senior']",220.29,0.9579,False
Eltroxin CR,Hypothyroidism,"[{'ingredient': 'Levothyroxine Sodium', 'mg': 64, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",171.81,0.5578,True
Aripiprazole 1000mg,Bipolar Disorder,"[{'ingredient': 'Aripiprazole', 'mg': 7.5, 'percentage': 100.0}]","['Adult', 'Senior']",1350.55,0.8771,True
Adalimumab,Crohn's Disease,"[{'ingredient': 'Adalimumab', 'mg': 110, 'percentage': 100.0}]","['Adult', 'Senior']",3709.9,0.7018,True
Nexium,GERD,"[{'ingredient': 'Esomeprazole', 'mg': 26, 'percentage': 100.0}]",['Senior'],485.17,0.8675,True
Desloratadine,Allergic Rhinitis,"[{'ingredient': 'Desloratadine', 'mg': 5.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",69.03,0.6717,True
Coal Tar,Psoriasis,"[{'ingredient': 'Coal Tar Solution', 'mg': 6.0, 'percentage': 100.0}]","['Adult', 'Senior']",10500.86,0.8395,True
Ventolin OD,Asthma,"[{'ingredient': 'Salbutamol', 'mg': 185, 'percentage': 100.0}]","['Adult', 'Senior']",610.5,0.9427,True
Melatonin,Insomnia,"[{'ingredient': 'Melatonin', 'mg': 8.5, 'percentage': 100.0}]","['Child', 'Adult']",380.38,0.8918,True
Lithium CR,Bipolar Disorder,"[{'ingredient': 'Lithium Carbonate', 'mg': 320, 'percentage': 100.0}]",['Child'],1376.17,0.856,True
Paliperidone,Schizophrenia,"[{'ingredient': 'Paliperidone', 'mg': 9.0, 'percentage': 100.0}]",['Child'],705.6,0.6957,False
Fexofenadine,Allergic Rhinitis,"[{'ingredient': 'Fexofenadine HCl', 'mg': 120, 'percentage': 100.0}]",['Child'],408.21,0.8184,True
Ivabradine CR,Angina,"[{'ingredient': 'Ivabradine HCl', 'mg': 7.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",850.35,0.5748,True
Azathioprine CR,Crohn's Disease,"[{'ingredient': 'Azathioprine', 'mg': 64, 'percentage': 100.0}]","['Adult', 'Senior']",2898.13,0.8047,True
Colchicine,Gout,"[{'ingredient': 'Colchicine', 'mg': 1.0, 'percentage': 100.0}]","['Child', 'Adult']",95.06,0.8087,True
Metformin,Polycystic Ovary Syndrome,"[{'ingredient': 'Metformin HCl', 'mg': 545, 'percentage': 100.0}]","['Child', 'Adult']",159.7,0.7409,True
Naltrexone SR,Obesity,"[{'ingredient': 'Naltrexone', 'mg': 16.5, 'percentage': 4.5}, {'ingredient': 'Bupropion', 'mg': 350, 'percentage': 95.5}]","['Child', 'Adult']",430.78,0.5688,True
Prochlorperazine 250mg,Vertigo,"[{'ingredient': 'Prochlorperazine Maleate', 'mg': 9.0, 'percentage': 100.0}]",['Adult'],295.82,0.5133,False
Guaifenesin,Bronchitis,"[{'ingredient': 'Guaifenesin', 'mg': 365, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",323.85,0.6122,True
Jardiance Generic,Type 2 Diabetes,"[{'ingredient': 'Empagliflozin', 'mg': 12.5, 'percentage': 100.0}]","['Adult', 'Senior']",176.57,0.5511,True
Gabapentin,Neuropathic Pain,"[{'ingredient': 'Gabapentin', 'mg': 2495, 'percentage': 100.0}]",['Adult'],768.11,0.9534,True
Clonazepam 250mg,Anxiety Disorder,"[{'ingredient': 'Clonazepam', 'mg': 0.366, 'percentage': 100.0}]","['Adult', 'Senior']",125.45,0.6924,True
Lamotrigine 500mg,Epilepsy,"[{'ingredient': 'Lamotrigine', 'mg': 270, 'percentage': 100.0}]",['Adult'],458.61,0.6226,True
Gabapentin SR,Cancer Pain Management,"[{'ingredient': 'Gabapentin', 'mg': 710, 'percentage': 100.0}]",['Child'],2505.78,0.7682,True
Famotidine,Gastritis,"[{'ingredient': 'Famotidine', 'mg': 39, 'percentage': 100.0}]",['Senior'],190.33,0.5919,False
Scopolamine,Vertigo,"[{'ingredient': 'Scopolamine', 'mg': 1.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",282.55,0.8808,True
Methylphenidate,ADHD,"[{'ingredient': 'Methylphenidate HCl', 'mg': 47, 'percentage': 100.0}]",['Senior'],1371.15,0.8221,True
Budesonide,Crohn's Disease,"[{'ingredient': 'Budesonide', 'mg': 4.5, 'percentage': 100.0}]","['Adult', 'Senior']",2707.22,0.7825,True
Diclofenac,Arthritis,"[{'ingredient': 'Diclofenac Sodium', 'mg': 89, 'percentage': 100.0}]",['Adult'],1703.39,0.8095,True
Lamotrigine,Bipolar Disorder,"[{'ingredient': 'Lamotrigine', 'mg': 68, 'percentage': 100.0}]",['Senior'],1437.97,0.8105,True
Sertraline OD,Anxiety Disorder,"[{'ingredient': 'Sertraline HCl', 'mg': 40, 'percentage': 100.0}]",['Senior'],608.73,0.6953,True
Amlodipine OD,Hypertension,"[{'ingredient': 'Amlodipine', 'mg': 2.5, 'percentage': 100.0}]","['Adult', 'Senior']",498.0,0.8116,False
Migranil Plus,Migraine,"[{'ingredient': 'Paracetamol', 'mg': 525, 'percentage': 92.8}, {'ingredient': 'Caffeine', 'mg': 41, 'percentage': 7.2}]","['Adult', 'Senior']",423.58,0.6405,True
Paracetamol Generic,Dengue Fever,"[{'ingredient': 'Paracetamol', 'mg': 825, 'percentage': 100.0}]","['Child', 'Adult']",283.75,0.9567,True
Naproxen OD,Arthritis,"[{'ingredient': 'Naproxen', 'mg': 485, 'percentage': 100.0}]","['Adult', 'Senior']",709.69,0.6888,True
Paracetamol 250mg,Dengue Fever,"[{'ingredient': 'Paracetamol', 'mg': 930, 'percentage': 100.0}]","['Adult', 'Senior']",140.44,0.7913,True
Celecoxib,Arthritis,"[{'ingredient': 'Celecoxib', 'mg': 150, 'percentage': 100.0}]","['Adult', 'Senior']",520.11,0.7999,False
Lidocaine Patch,Lower Back Pain,"[{'ingredient': 'Lidocaine', 'mg': 220, 'percentage': 100.0}]",['Adult'],155.2,0.8019,True
Sotalol Forte,Arrhythmia,"[{'ingredient': 'Sotalol HCl', 'mg': 285, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1092.02,0.9603,False
Paracetamol 1000mg,Post-operative Pain,"[{'ingredient': 'Paracetamol', 'mg': 565, 'percentage': 100.0}]","['Adult', 'Senior']",650.75,0.5593,True
Eplerenone Plus,Heart Failure,"[{'ingredient': 'Eplerenone', 'mg': 30, 'percentage': 100.0}]",['Senior'],1556.11,0.9654,True
Bismuth,Peptic Ulcer,"[{'ingredient': 'Bismuth Subcitrate', 'mg': 120, 'percentage': 100.0}]","['Adult', 'Senior']",296.29,0.5005,True
Sertraline,Major Depressive Disorder,"[{'ingredient': 'Sertraline HCl', 'mg': 75, 'percentage': 100.0}]",['Adult'],824.51,0.542,True
Azithromycin Forte,Otitis Media,"[{'ingredient': 'Azithromycin Dihydrate', 'mg': 340, 'percentage': 100.0}]","['Adult', 'Senior']",248.33,0.6949,True
Candesartan,Hypertension,"[{'ingredient': 'Candesartan', 'mg': 23, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",70.5,0.9214,True
Ibuprofen,Arthritis,"[{'ingredient': 'Ibuprofen', 'mg': 795, 'percentage': 100.0}]","['Adult', 'Senior']",187.21,0.696,True
Grilinctus 1000mg,Seasonal Flu,"[{'ingredient': 'Bromhexine', 'mg': 6.0, 'percentage': 7.9}, {'ingredient': 'Guaifenesin', 'mg': 70, 'percentage': 92.1}]","['Child', 'Adult', 'Senior']",68.97,0.5017,True
Liraglutide,Obesity,"[{'ingredient': 'Liraglutide', 'mg': 2.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",386.01,0.7227,True
Phentermine 250mg,Obesity,"[{'ingredient': 'Phentermine HCl', 'mg': 30, 'percentage': 100.0}]","['Child', 'Adult']",538.58,0.505,False
Clonidine,ADHD,"[{'ingredient': 'Clonidine HCl', 'mg': 0.362, 'percentage': 100.0}]","['Adult', 'Senior']",888.9,0.6395,True
Montelukast,Asthma,"[{'ingredient': 'Montelukast Sodium', 'mg': 8.0, 'percentage': 100.0}]","['Child', 'Adult']",172.81,0.5603,False
Oxycodone,Cancer Pain Management,"[{'ingredient': 'Oxycodone HCl', 'mg': 34, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",2619.73,0.6808,True
Naproxen,Arthritis,"[{'ingredient': 'Naproxen', 'mg': 450, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1890.29,0.708,True
Primaquine,Malaria,"[{'ingredient': 'Primaquine Phosphate', 'mg': 12.0, 'percentage': 100.0}]",['Senior'],102.86,0.507,True
Topamax Plus,Migraine,"[{'ingredient': 'Topiramate', 'mg': 51, 'percentage': 100.0}]",['Senior'],179.84,0.97,True
Loperamide,Gastroenteritis,"[{'ingredient': 'Loperamide HCl', 'mg': 3.5, 'percentage': 100.0}]",['Senior'],114.99,0.8004,True
Umeclidinium,COPD,"[{'ingredient': 'Umeclidinium Bromide', 'mg': 62, 'percentage': 100.0}]",['Child'],320.07,0.8995,True
Levocetirizine,Allergic Rhinitis,"[{'ingredient': 'Levocetirizine HCl', 'mg': 3.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",181.23,0.705,True
Candesartan CR,Hypertension,"[{'ingredient': 'Candesartan', 'mg': 11.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",674.74,0.5407,True
